"item_identifier","item_weight","item_fat_content","item_visibility","item_type","item_mrp","outlet_identifier","outlet_establishment_year","outlet_size","outlet_location_type","outlet_type","item_outlet_sales","outlet_age","price_category"
"FDY10",17.6,"low fat",0.049345425,"Snack Foods",115.4176,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1145.176,19,"Medium"
"FDI02",15.7,"regular",0.11521312,"Canned",112.0202,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3150.5656,19,"Medium"
"FDE41",9.195,"regular",0.064113698,"Frozen Foods",83.7566,"OUT019",1985,"Small","Tier 1","Grocery Store",253.6698,41,"Medium"
"FDZ52",19.2,"low fat",0.099991245,"Frozen Foods",112.7886,"OUT013",1987,"High","Tier 3","Supermarket Type1",1779.0176,39,"Medium"
"FDG50",7.405,"low fat",0.015334003,"Canned",92.7146,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1185.7898,17,"Medium"
"DRL01",19.5,"regular",0.129170642,"Soft Drinks",233.9958,"OUT010",1998,"Unknown","Tier 3","Grocery Store",467.3916,28,"Premium"
"FDV48",9.195,"regular",0.051908824,"Baking Goods",78.1644,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1414.1592,19,"Medium"
"FDR48",11.65,"low fat",0.131770922,"Baking Goods",151.1024,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1518.024,24,"High"
"NCD54",21.1,"low fat",0.028984804,"Household",146.1786,"OUT013",1987,"High","Tier 3","Supermarket Type1",3034.0506,39,"High"
"NCT54",8.695,"low fat",0.120211747,"Household",93.2094,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",666.4658,19,"Medium"
"FDH02",7.27,"regular",0.02076385,"Canned",89.0488,"OUT013",1987,"High","Tier 3","Supermarket Type1",181.0976,39,"Medium"
"NCD43",8.85,"low fat",0.016006626,"Household",105.6964,"OUT013",1987,"High","Tier 3","Supermarket Type1",210.3928,39,"Medium"
"FDE46",18.6,"low fat",0.015766712,"Snack Foods",152.9366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1662.5026,22,"High"
"NCO42",21.25,"low fat",0.024536199,"Household",144.6102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3791.0652,41,"High"
"FDR40",9.1,"regular",0.008046878,"Frozen Foods",78.7618,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",402.809,27,"Medium"
"FDG24",7.975,"low fat",0.014653896,"Baking Goods",82.425,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",749.025,27,"Medium"
"NCO17",10,"low fat",0.073794811,"Health and Hygiene",121.444,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2516.724,19,"Medium"
"FDF22",6.865,"low fat",0.056830682,"Snack Foods",214.0218,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5556.7668,29,"Premium"
"FDC59",16.7,"regular",0.054618573,"Starchy Foods",65.5168,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1022.6688,22,"Low"
"NCY18",7.285,"low fat",0.052141447,"Household",174.9054,"OUT010",1998,"Unknown","Tier 3","Grocery Store",525.3162,28,"High"
"DRE48",8.43,"low fat",0.017360867,"Soft Drinks",196.2768,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1576.6144,24,"High"
"FDV60",20.2,"regular",0.196438668,"Baking Goods",194.611,"OUT010",1998,"Unknown","Tier 3","Grocery Store",392.822,28,"High"
"FDB56",8.75,"regular",0.074743226,"Fruits and Vegetables",187.6556,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5257.1568,27,"High"
"FDL20",17.1,"low fat",0.127792701,"Fruits and Vegetables",111.1886,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4447.544,41,"Medium"
"NCZ53",9.6,"low fat",0.024358634,"Health and Hygiene",190.4214,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5652.642,41,"High"
"DRM35",9.695,"low fat",0.070431235,"Hard Drinks",177.5344,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3033.3848,22,"High"
"FDV16",7.75,"regular",0.082930699,"Frozen Foods",35.2558,"OUT046",1997,"Small","Tier 1","Supermarket Type1",780.9834,29,"Low"
"FDY19",19.75,"low fat",0.041330512,"Fruits and Vegetables",115.8466,"OUT013",1987,"High","Tier 3","Supermarket Type1",2474.7786,39,"Medium"
"FDY12",9.8,"regular",0.235354055,"Baking Goods",50.8008,"OUT010",1998,"Unknown","Tier 3","Grocery Store",101.2016,28,"Low"
"FDM15",11.8,"regular",0.057746382,"Meat",152.4366,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3929.5516,19,"High"
"FDP12",9.8,"regular",0.045337184,"Baking Goods",36.8874,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",564.5984,27,"Low"
"FDT21",7.42,"low fat",0.020374875,"Snack Foods",248.0092,"OUT013",1987,"High","Tier 3","Supermarket Type1",1245.046,39,"Premium"
"DRE49",20.75,"low fat",0.035568147,"Soft Drinks",151.8024,"OUT010",1998,"Unknown","Tier 3","Grocery Store",151.8024,28,"High"
"FDN16",12.6,"regular",0.062797771,"Frozen Foods",103.999,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",825.592,27,"Medium"
"FDE04",19.75,"regular",0.018096488,"Frozen Foods",179.566,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2696.49,17,"High"
"FDC51",10.895,"regular",0.009613854,"Dairy",122.973,"OUT013",1987,"High","Tier 3","Supermarket Type1",1231.73,39,"Medium"
"FDO04",16.6,"low fat",0.026645307,"Frozen Foods",53.5614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",939.4438,17,"Low"
"FDD41",6.765,"regular",0.087753682,"Frozen Foods",105.3306,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2090.612,19,"Medium"
"FDI45",13.1,"low fat",0.037657459,"Fruits and Vegetables",175.8054,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2801.6864,24,"High"
"NCB18",19.6,"low fat",0.041091215,"Household",89.5514,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3364.9532,41,"Medium"
"FDW51",6.155,"regular",0.095195306,"Meat",213.956,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2343.616,19,"Premium"
"NCK07",10.65,"low fat",0.048686689,"Others",164.1526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1808.9786,29,"High"
"FDZ45",14.1,"low fat",0.117091213,"Snack Foods",197.9084,"OUT019",1985,"Small","Tier 1","Grocery Store",992.042,41,"High"
"FDB37",20.25,"regular",0.022940826,"Baking Goods",241.8538,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5768.4912,29,"Premium"
"FDZ60",20.5,"low fat",0.119339241,"Baking Goods",106.0596,"OUT035",2004,"Small","Tier 2","Supermarket Type1",970.7364,22,"Medium"
"FDN04",11.8,"regular",0.014075334,"Frozen Foods",176.8344,"OUT013",1987,"High","Tier 3","Supermarket Type1",3568.688,39,"High"
"FDW47",15,"low fat",0.046336634,"Breads",120.0414,"OUT013",1987,"High","Tier 3","Supermarket Type1",3533.4006,39,"Medium"
"FDB17",13.15,"low fat",0.036641589,"Frozen Foods",180.7976,"OUT013",1987,"High","Tier 3","Supermarket Type1",6157.3184,39,"High"
"FDR56",15.5,"regular",0.101176316,"Fruits and Vegetables",198.9768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4729.8432,17,"High"
"FDU55",16.2,"low fat",0.035737373,"Fruits and Vegetables",260.6278,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",9371.8008,41,"Premium"
"FDH40",11.6,"regular",0.079376029,"Frozen Foods",81.7276,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1949.4624,19,"Medium"
"FDH05",14.35,"regular",0.091054989,"Frozen Foods",231.8984,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4633.968,27,"Premium"
"FDX58",13.15,"low fat",0.043852434,"Snack Foods",182.695,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",4211.185,24,"High"
"FDC51",10.895,"regular",0.009620042,"Dairy",121.673,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1970.768,22,"Medium"
"NCR05",10.1,"low fat",0.054939848,"Health and Hygiene",199.5084,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3372.9428,19,"High"
"DRH25",18.7,"low fat",0.014675574,"Soft Drinks",50.8324,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",934.7832,19,"Low"
"NCR53",12.15,"low fat",0.14526636,"Health and Hygiene",224.0404,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3375.606,27,"Premium"
"FDS04",10.195,"regular",0.146662938,"Frozen Foods",138.6838,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2388.2246,29,"Medium"
"FDC03",8.575,"regular",0.071786706,"Dairy",193.3794,"OUT013",1987,"High","Tier 3","Supermarket Type1",780.3176,39,"High"
"FDP44",16.5,"regular",0.133424184,"Fruits and Vegetables",102.2332,"OUT010",1998,"Unknown","Tier 3","Grocery Store",102.5332,28,"Medium"
"FDK16",9.065,"low fat",0.115799592,"Frozen Foods",95.3094,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1713.7692,17,"Medium"
"NCC30",16.6,"low fat",0.027579198,"Household",178.7344,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1605.9096,29,"High"
"FDZ26",11.6,"regular",0.241055611,"Dairy",238.5222,"OUT010",1998,"Unknown","Tier 3","Grocery Store",717.0666,28,"Premium"
"NCO54",19.5,"low fat",0.014332439,"Household",57.1614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1381.535,17,"Low"
"NCP41",16.6,"low fat",0.027133398,"Health and Hygiene",106.2596,"OUT010",1998,"Unknown","Tier 3","Grocery Store",215.7192,28,"Medium"
"DRE27",11.85,"low fat",0.132876847,"Dairy",98.0726,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1076.5986,27,"Medium"
"FDQ10",12.85,"low fat",0.03315162,"Snack Foods",170.6422,"OUT013",1987,"High","Tier 3","Supermarket Type1",2931.5174,39,"High"
"NCU42",9,"low fat",0.019536981,"Household",170.0474,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4211.185,27,"High"
"FDX43",5.655,"low fat",0.085258864,"Fruits and Vegetables",165.85,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1830.95,22,"High"
"NCD19",8.93,"low fat",0.013179388,"Household",55.1614,"OUT046",1997,"Small","Tier 1","Supermarket Type1",939.4438,29,"Low"
"NCI54",15.2,"low fat",0.033592687,"Household",108.1912,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1856.2504,22,"Medium"
"FDS37",7.655,"low fat",0.05346916,"Canned",114.1492,"OUT010",1998,"Unknown","Tier 3","Grocery Store",115.8492,28,"Medium"
"FDO25",6.3,"low fat",0.126831854,"Canned",209.027,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4613.994,41,"High"
"FDS57",15.5,"low fat",0.103603094,"Snack Foods",143.547,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1431.47,27,"High"
"FDI52",18.7,"low fat",0.104840884,"Frozen Foods",122.1072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",490.0288,27,"Medium"
"DRK12",9.5,"low fat",0.042056944,"Soft Drinks",31.89,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",366.19,17,"Low"
"FDG40",13.65,"low fat",0.040049609,"Frozen Foods",34.4558,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",611.2044,19,"Low"
"FDU49",19.5,"regular",0.03075661,"Canned",86.254,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2163.85,24,"Medium"
"FDR49",8.71,"low fat",0.1395119905,"Canned",46.5376,"OUT013",1987,"High","Tier 3","Supermarket Type1",575.2512,39,"Low"
"FDF40",20.25,"regular",0.03941584,"Dairy",247.8092,"OUT019",1985,"Small","Tier 1","Grocery Store",498.0184,41,"Premium"
"DRE03",19.6,"low fat",0.024363939,"Dairy",46.3718,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",661.8052,19,"Low"
"FDR55",12.15,"regular",0.131443921,"Fruits and Vegetables",189.1872,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5294.4416,41,"High"
"NCU05",11.8,"low fat",0.058725131,"Health and Hygiene",82.3618,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1208.427,22,"Medium"
"FDR36",6.715,"regular",0.122274118,"Baking Goods",40.3454,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",838.908,19,"Low"
"NCM30",19.1,"low fat",0.067239404,"Household",39.6796,"OUT013",1987,"High","Tier 3","Supermarket Type1",660.4736,39,"Low"
"FDH24",20.7,"low fat",0.021464454,"Baking Goods",156.6288,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3928.22,27,"High"
"DRO47",10.195,"low fat",0.112681821,"Hard Drinks",113.986,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",452.744,17,"Medium"
"FDQ49",20.2,"regular",0.039469737,"Breakfast",155.163,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",782.315,19,"High"
"DRJ37",10.8,"low fat",0.061101383,"Soft Drinks",151.9024,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2580.6408,29,"High"
"NCJ42",19.75,"low fat",0.014359584,"Household",100.8332,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1537.998,17,"Medium"
"FDD05",19.35,"low fat",0.016637301,"Frozen Foods",120.9098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1687.1372,27,"Medium"
"FDC39",7.405,"low fat",0.159843921,"Dairy",206.6296,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3115.944,17,"High"
"NCY06",15.25,"low fat",0.061308889,"Household",128.8968,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2348.9424,24,"Medium"
"NCS06",7.935,"low fat",0.055566935,"Household",263.591,"OUT019",1985,"Small","Tier 1","Grocery Store",262.991,41,"Premium"
"FDE16",8.895,"low fat",0.026397141,"Frozen Foods",207.8954,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3542.7218,24,"High"
"NCQ50",18.75,"low fat",0.034307348,"Household",215.2218,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4701.8796,29,"Premium"
"FDX50",20.1,"low fat",0.074627201,"Dairy",110.3228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1768.3648,29,"Medium"
"NCL41",12.35,"low fat",0.041973712,"Health and Hygiene",35.7216,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",519.324,19,"Low"
"FDM58",16.85,"regular",0.080015028,"Snack Foods",111.8544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1677.816,17,"Medium"
"FDH35",18.25,"low fat",0.10084386,"Starchy Foods",166.3526,"OUT010",1998,"Unknown","Tier 3","Grocery Store",164.4526,28,"High"
"FDS50",17,"low fat",0.055519561,"Dairy",219.8114,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1108.557,27,"Premium"
"FDT09",15.15,"regular",0.012203915,"Snack Foods",133.2284,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4350.3372,41,"Medium"
"FDR60",14.3,"low fat",0.130946374,"Baking Goods",76.7328,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1312.9576,17,"Medium"
"FDG22",17.6,"regular",0.041381156,"Snack Foods",35.019,"OUT046",1997,"Small","Tier 1","Supermarket Type1",659.142,29,"Low"
"FDL52",6.635,"regular",0.04586701,"Frozen Foods",37.9506,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",910.8144,41,"Low"
"DRJ39",20.25,"low fat",0.036474041,"Dairy",218.3482,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2409.5302,17,"Premium"
"FDW45",18,"low fat",0.039231652,"Snack Foods",145.1418,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2648.5524,19,"High"
"NCQ38",16.35,"low fat",0.013393537,"Others",106.028,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1065.28,24,"Medium"
"FDB26",14,"regular",0.031444357,"Canned",53.764,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",798.96,19,"Low"
"DRG48",5.78,"low fat",0.014555066,"Soft Drinks",145.2102,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3062.0142,29,"High"
"FDH10",21,"low fat",0.082526478,"Snack Foods",191.8478,"OUT010",1998,"Unknown","Tier 3","Grocery Store",774.9912,28,"High"
"FDP28",13.65,"regular",0.080765853,"Frozen Foods",262.8936,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4958.8784,27,"Premium"
"FDJ44",12.3,"regular",0.17797002,"Fruits and Vegetables",173.1396,"OUT010",1998,"Unknown","Tier 3","Grocery Store",697.7584,28,"High"
"FDI07",12.35,"regular",0.03382933,"Meat",196.9426,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2768.3964,24,"High"
"DRJ24",11.8,"low fat",0.11397026,"Soft Drinks",185.1924,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2591.2936,19,"High"
"DRL47",19.7,"low fat",0.038729457,"Hard Drinks",127.3362,"OUT035",2004,"Small","Tier 2","Supermarket Type1",755.0172,22,"Medium"
"FDP38",10.1,"low fat",0.032075379,"Canned",50.9008,"OUT013",1987,"High","Tier 3","Supermarket Type1",354.2056,39,"Low"
"FDK02",12.5,"low fat",0.196490902,"Canned",120.544,"OUT019",1985,"Small","Tier 1","Grocery Store",479.376,41,"Medium"
"FDO23",17.85,"low fat",0.146305498,"Breads",94.1436,"OUT013",1987,"High","Tier 3","Supermarket Type1",1607.2412,39,"Medium"
"NCE54",20.7,"low fat",0.026877471,"Household",74.6354,"OUT013",1987,"High","Tier 3","Supermarket Type1",1053.2956,39,"Medium"
"FDS52",8.89,"low fat",0.005474515,"Frozen Foods",99.7016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1922.8304,29,"Medium"
"FDW01",14.5,"low fat",0.064048405,"Canned",153.4682,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1677.1502,22,"High"
"NCF07",9,"low fat",0.032203667,"Household",100.8016,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1113.2176,19,"Medium"
"DRE15",13.35,"low fat",0.017857847,"Dairy",77.5012,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1518.024,17,"Medium"
"FDR58",6.675,"low fat",0.041921462,"Snack Foods",92.3462,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2406.2012,29,"Medium"
"FDL24",10.3,"regular",0.024875871,"Baking Goods",173.0422,"OUT013",1987,"High","Tier 3","Supermarket Type1",2069.3064,39,"High"
"FDQ25",8.63,"regular",0.028139761,"Canned",173.7422,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3621.2862,41,"High"
"FDX56",17.1,"regular",0.073997843,"Fruits and Vegetables",207.0638,"OUT013",1987,"High","Tier 3","Supermarket Type1",4969.5312,39,"High"
"FDD20",14.15,"low fat",0.020798905,"Fruits and Vegetables",123.6046,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1245.046,17,"Medium"
"DRF60",10.8,"low fat",0.052363244,"Soft Drinks",236.5564,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",5243.8408,19,"Premium"
"FDW13",8.5,"low fat",0.098283459,"Canned",51.3324,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",934.7832,17,"Low"
"FDF09",6.215,"low fat",0.012138795,"Fruits and Vegetables",39.2848,"OUT013",1987,"High","Tier 3","Supermarket Type1",521.9872,39,"Low"
"FDY45",17.5,"low fat",0.026195131,"Snack Foods",253.0356,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4578.0408,22,"Premium"
"FDR26",20.7,"low fat",0.042923652,"Dairy",178.3028,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1062.6168,24,"High"
"FDZ01",8.975,"regular",0.009058845,"Canned",103.399,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2579.975,29,"Medium"
"FDH53",20.5,"regular",0.032136417,"Frozen Foods",83.9592,"OUT010",1998,"Unknown","Tier 3","Grocery Store",165.1184,28,"Medium"
"FDG52",13.65,"low fat",0.065898197,"Frozen Foods",46.1402,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",459.402,17,"Low"
"FDW50",13.1,"low fat",0.075731322,"Dairy",167.5158,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1504.0422,24,"High"
"FDX49",4.615,"regular",0.101812521,"Canned",232.23,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5126.66,22,"Premium"
"FDJ44",12.3,"regular",0.106327251,"Fruits and Vegetables",172.8396,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2616.594,29,"High"
"NCI31",20,"low fat",0.080933328,"Others",37.519,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",842.237,41,"Low"
"FDZ52",19.2,"low fat",0.100055601,"Frozen Foods",112.4886,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1223.0746,22,"Medium"
"FDE17",20.1,"regular",0.054540159,"Frozen Foods",152.1366,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",755.683,27,"High"
"FDG34",11.5,"regular",0.037723476,"Snack Foods",109.5254,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1953.4572,17,"Medium"
"FDE26",9.3,"low fat",0.14897741,"Canned",143.0786,"OUT010",1998,"Unknown","Tier 3","Grocery Store",288.9572,28,"High"
"FDD56",15.2,"regular",0.104201019,"Fruits and Vegetables",176.5054,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2976.7918,17,"High"
"FDR52",12.65,"regular",0.076198809,"Frozen Foods",191.3846,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2675.1844,24,"High"
"FDQ13",11.1,"low fat",0.010639596,"Canned",84.1908,"OUT035",2004,"Small","Tier 2","Supermarket Type1",755.0172,22,"Medium"
"NCJ42",19.75,"low fat",0.025039776,"Household",102.7332,"OUT019",1985,"Small","Tier 1","Grocery Store",410.1328,41,"Medium"
"FDH10",21,"low fat",0.086326707,"Snack Foods",192.6478,"OUT019",1985,"Small","Tier 1","Grocery Store",387.4956,41,"High"
"NCG42",19.2,"low fat",0.041220035,"Household",131.231,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3635.268,22,"Medium"
"FDT31",19.75,"low fat",0.01247354,"Fruits and Vegetables",187.5872,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1323.6104,24,"High"
"DRD25",6.135,"low fat",0.079132212,"Soft Drinks",112.686,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2942.836,24,"Medium"
"FDR35",12.5,"low fat",0.020693809,"Breads",199.1742,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4379.6324,22,"High"
"FDL33",7.235,"low fat",0.10016525,"Snack Foods",193.9452,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2936.178,24,"High"
"FDT45",15.85,"low fat",0.057302606,"Snack Foods",53.3956,"OUT035",2004,"Small","Tier 2","Supermarket Type1",600.5516,22,"Low"
"FDT16",9.895,"regular",0.048761046,"Frozen Foods",260.5278,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",8851.1452,24,"Premium"
"DRE49",20.75,"low fat",0.021293097,"Soft Drinks",153.0024,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2428.8384,22,"High"
"DRF60",10.8,"low fat",0.052149675,"Soft Drinks",239.9564,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3813.7024,27,"Premium"
